Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status
T-57873-861cbdc6-1abb-4da4-a8ed-f46c2c35de48,BR-P2-1-670846,f023a587-debd-4ec7-bb74-d7c29036d1bd,2023-01-22 17:30:16,2023-01-22 17:30:16,25.52,0.82,141.43,4.5258,0.0,0.0,BRL,5.5202,BR,42dc642e-dae7-474d-aeac-dd69ba343d65,2-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-bd1bbf0f-cb3a-4d90-b3b7-2daf383ef039,CO-P1-1-517845,218737700,2023-01-22 17:34:51,2023-01-22 17:34:50,9.98,0.58,48571.0,2817.118,0.0,0.0,COP,4867.096,CO,76692277-bf7c-4d98-9282-cfe1dcc9bbfe,1-1-,NO ESTABA,NO ESTABA,VD,Visa Debit
T-57873-132b076c-849e-4aa0-af5c-bc48fd73f0f2,CL-P1-1-810440,2184063621,2023-01-22 17:35:26,2023-01-22 17:35:25,10.72,0.44,9271.0,380.111,0.0,0.0,CLP,864.5371,CL,8d764119-d3f5-4b7f-889a-dd1e6097d9d2,1-1-,NO ESTABA,NO ESTABA,VD,Visa Debit
T-57873-668054e8-a428-4471-a214-eb3594ad5cf8,PA-P1-12-408145,DLPA0288000601120936,2023-01-22 18:09:38,0,84.0,4.16,84.0,4.158,0.0,0.0,USD,1.0,PA,99c247c1-5548-43b7-a2d2-123bc20111c8,1-12,NO ESTABA,NO ESTABA,VD,Visa Debit
T-57873-d616b183-c357-474e-9e40-49c2a5c2ede8,PA-P1-6-986575,DLPA0288000602121325,2023-01-22 18:13:27,2023-01-22 18:13:26,48.0,2.38,48.0,2.376,0.0,0.0,USD,1.0,PA,99c247c1-5548-43b7-a2d2-123bc20111c8,1-6-,NO ESTABA,NO ESTABA,VD,Visa Debit
D-57873-8e5e6837-374a-4a4b-9f4c-f34c44bf56ad,BR-P1-1-453556,QRS1TXQEFOUEAL1HDSKOJUYTQIUG0IN0HHS,2023-01-22 18:15:02,2023-01-22 18:15:35,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,80f6c96b-a54e-4b50-b4bf-b81df23aea56,1-1-,SI ESTABA,NO ESTABA,PQ,PIX QR
D-57873-23310cb4-80b2-4b73-be06-a303c06ab8d7,BR-P1-1-122706,QRS1TXXUGQKK9GE6HAUPJYLABFQN7R15AON,2023-01-22 18:50:41,2023-01-22 18:51:50,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,4e642e70-fb7a-4f4f-95c1-cdf1dca2b709,1-1-,NO ESTABA,SI ESTABA,PQ,PIX QR
D-57873-22a4cf2b-20f1-4142-a12d-dae5ac870621,BR-P1-1-137574,QRS1TX3L6GI3MXL5VTUWWN0KWV54NERN2UQ,2023-01-22 19:32:58,2023-01-22 19:34:10,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,40d99775-2846-4d8d-a2f6-3ac103618b89,1-1-,NO ESTABA,SI ESTABA,PQ,PIX QR
D-57873-0bbc2d47-14d8-4f37-830a-e6c32e126434,BR-P1-12-220373,QRS1TXNVG4D4ZNWBNMLELJJVS7F2AEGUYIT,2023-01-22 20:58:51,0,75.8,2.96,420.0,16.38,0.0,0.0,BRL,5.5202,BR,2f3a58bf-540f-46d4-bd78-4c1ddab27cfb,1-12,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-e1213c0b-a053-4f02-a099-1ad299033140,BR-P1-1-559056,QRS1TXOGSCER5N0WQ2KUEPHV55TDED4QHJW,2023-01-22 21:13:38,2023-01-22 21:15:07,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,25eea9a0-4c73-49d3-8500-93166b37bd07,1-1-,SI ESTABA,NO ESTABA,PQ,PIX QR
T-57873-65afc823-b644-443e-a8d6-8804089e3313,BR-P1-1-175623,a7c0f6e3-1500-4628-9530-d186fcb9809d,2023-01-22 21:22:52,2023-01-22 21:22:52,9.02,0.29,50.0,1.6,0.0,0.0,BRL,5.5202,BR,afe6c78c-d3df-4684-806d-13579fd085a0,1-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-655782d9-75ce-443f-a1ba-5593c458fec7,BR-P1-1-337668,c3c8a829-f918-467f-ba35-f5c4097383e1,2023-01-22 23:56:06,2023-01-22 23:56:06,9.02,0.29,50.0,1.6,0.0,0.0,BRL,5.5202,BR,549c6430-6a32-49b3-939b-2e834283e6bb,1-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-76602c8c-4a6b-4c3a-9a76-57d954aa32b5,MX-P2-1-661678,820118561867,2023-01-23 00:22:36,0,28.49,0.91,570.0,18.24,0.0,0.0,MXN,20.0105,MX,ad0e9faf-2d5d-443c-addd-d020a26639c6,2-1-,NO ESTABA,SI ESTABA,MC,Mastercard
T-57873-eddb4b67-e798-443d-a466-7325680c1cdc,MX-P2-1-757816,820118565229,2023-01-23 00:24:38,0,28.48,0.91,570.0,18.24,0.0,0.0,MXN,20.0109,MX,ad0e9faf-2d5d-443c-addd-d020a26639c6,2-1-,NO ESTABA,SI ESTABA,MC,Mastercard
T-57873-fc7e991d-c83f-43b9-b357-eb40b14b6b98,CO-P1-1-411626,323597946,2023-01-23 00:42:21,2023-01-23 00:42:20,9.98,0.58,48571.0,2817.118,0.0,0.0,COP,4867.0748,CO,1d193f30-236f-4207-bdae-657cbe9a4fb4,1-1-,NO ESTABA,NO ESTABA,VD,Visa Debit
D-57873-2c92329a-3bd1-46bb-8e4f-80ee394190c3,BR-P1-1-116847,QRS1TXBWXLTEO2YKPJ9BSAVEZLBJZJKX3LN,2023-01-23 05:07:12,2023-01-23 05:09:56,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,3a872f69-c79b-4761-a930-4c15ed049bdf,1-1-,NO ESTABA,SI ESTABA,PQ,PIX QR
D-57873-2c694352-f62a-4a7b-8a3c-4974ae290ce1,BR-P1-1-362080,QRS1TXYOSZPZCGF7RTFIGTESR3Q3NGNKBBX,2023-01-23 06:09:52,2023-01-23 06:12:06,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,08de42a3-b55e-42ed-8215-88d0d4962774,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-2ca06dff-e960-46f7-9d0c-a4ea556e39f3,BR-P1-1-222861,0,2023-01-23 06:30:44,0,9.02,0.29,50.0,1.6,0.0,0.0,BRL,5.5202,BR,e12f1ea0-8124-11ec-82a9-cd7a94191aff,1-1-,SI ESTABA,NO ESTABA,VI,Visa
T-57873-1ecd8559-8eac-41d4-bed3-b7e827a54e5d,PA-P2-1-371399,DLPA0289000161003042,2023-01-23 06:30:44,2023-01-23 06:30:44,27.14,1.34,27.14,1.3434,0.0,0.0,USD,1.0,PA,216151a0-14e1-4ea9-b060-ecc3d937ce42,2-1-,NO ESTABA,SI ESTABA,MC,Mastercard
T-57873-f4d10f67-7249-4541-96bf-0811d5413170,CO-P1-1-156702,323625881,2023-01-23 06:30:44,0,9.98,0.58,48571.0,2817.118,0.0,0.0,COP,4867.0748,CO,25481e52-04ed-47fd-9d08-4d5039a8e804,1-1-,NO ESTABA,SI ESTABA,VD,Visa Debit
T-57873-de347675-bc37-4523-bcd4-3c79b469d9c2,PA-P1-1-520863,DLPA0289000160003042,2023-01-23 06:30:44,2023-01-23 06:30:43,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,deb061e6-b212-44e5-ba12-a4d2e06af642,1-1-,NO ESTABA,SI ESTABA,MC,Mastercard
T-57873-6588cf67-2bb7-497d-ab79-0db2ff0e1513,BR-P1-1-277479,11176023002NVTH2DUFC,2023-01-23 06:30:44,0,9.02,0.29,50.0,1.6,0.0,0.0,BRL,5.5202,BR,5836f87d-fe31-4d1b-ae7e-d02198ab945d,1-1-,SI ESTABA,NO ESTABA,EL,Elo
T-57873-95bd79cc-2e31-45bc-ad24-b536c6cc3c07,PE-P1-1-832406,DLPA0289000159003042,2023-01-23 06:30:45,0,10.13,0.74,41.43,3.0139,0.0,0.0,PEN,4.0906,PE,74913444-1557-4760-9916-bacfcfe2dfa7,1-1-,NO ESTABA,SI ESTABA,MC,Mastercard
T-57873-3033ba6a-fc2a-41c3-a58b-1683550c9b36,BR-P2-1-337397,ca0758bb-24ac-4f90-aeaf-4d90b3b9f861,2023-01-23 06:30:45,2023-01-23 06:30:45,25.52,0.82,141.43,4.5258,0.0,0.0,BRL,5.5202,BR,40e6af80-56f7-11ec-929c-edcef5dd1f88,2-1-,NO ESTABA,SI ESTABA,MC,Mastercard
T-57873-ce50ecaa-009a-4ff2-9de0-0ffdf4613bfc,BR-P1-1-355052,0,2023-01-23 06:30:45,0,9.02,0.29,50.0,1.6,0.0,0.0,BRL,5.5202,BR,17b966d5-0e29-407d-be37-0ec58af76030,1-1-,SI ESTABA,NO ESTABA,MC,Mastercard
T-57873-e9840327-b8fc-4b88-899e-0505a00e4357,BR-P2-1-475274,6cc14d1d-0e3d-4d21-b343-030b5ced1f47,2023-01-23 06:30:45,2023-01-23 06:30:44,25.52,0.82,141.43,4.5258,0.0,0.0,BRL,5.5202,BR,75d2652c-cc78-48a3-b225-dae9fc45d41b,2-1-,NO ESTABA,SI ESTABA,MC,Mastercard
T-57873-b377ed95-8f79-4acb-8994-b78c95460318,BR-P1-1-606706,3e6b9fc1-edbf-4e54-979c-c1e59d9cb3d0,2023-01-23 06:30:45,2023-01-23 06:30:44,9.02,0.29,50.0,1.6,0.0,0.0,BRL,5.5202,BR,3c12cf03-fc16-4ff4-88fe-68a181f694a1,1-1-,SI ESTABA,NO ESTABA,MC,Mastercard
D-57873-340a1e4f-94ad-4d17-8bd5-8f8ea7b06f08,BR-P1-1-413272,QRS1TXHIPNJUNQIPGA1LKREWROW4ZMLDWCR,2023-01-23 10:44:29,2023-01-23 10:44:47,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,5374af18-4250-4b1e-8811-dc7cb476e460,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-f2c6609c-81f3-4511-a71d-e0ced7b19ff2,BR-P1-12-312335,0,2023-01-23 11:46:59,0,75.8,2.43,420.0,13.44,0.0,0.0,BRL,5.5202,BR,0109f54f-b479-4699-bf7c-a93fe00312b6,1-12,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-e1ffd093-ba68-4714-8dc5-cd997e93494e,BR-P1-12-764348,11176023002NVTHL5HVC,2023-01-23 11:48:34,0,75.8,2.43,420.0,13.44,0.0,0.0,BRL,5.5202,BR,0109f54f-b479-4699-bf7c-a93fe00312b6,1-12,NO ESTABA,NO ESTABA,VD,Visa Debit
T-57873-96e9107d-12fe-4af3-8dc7-1bc6376670f3,BR-P1-12-483003,0,2023-01-23 11:51:13,0,75.8,2.43,420.0,13.44,0.0,0.0,BRL,5.5202,BR,0109f54f-b479-4699-bf7c-a93fe00312b6,1-12,NO ESTABA,NO ESTABA,VI,Visa
T-57873-731e3905-45a2-4103-a674-0bc24c1f3e0c,BR-P1-1-900587,0,2023-01-23 11:58:45,0,9.02,0.29,50.0,1.6,0.0,0.0,BRL,5.5202,BR,0109f54f-b479-4699-bf7c-a93fe00312b6,1-1-,NO ESTABA,NO ESTABA,MC,Mastercard
D-57873-98dfd8ab-bef7-4b6f-be24-5851fb0fb8b3,BR-P1-1-302173,QRS1TX2Q0AE1MRCUZQYORUMXLUZTN5WEOKP,2023-01-23 11:59:03,2023-01-23 11:59:54,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5202,BR,0109f54f-b479-4699-bf7c-a93fe00312b6,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-57e4fe91-43cb-4ad8-99de-6e320d580192,BR-P1-1-659852,QRS1TX2GIAXGG9VR5KTPR7QKJGOAG1ITL4M,2023-01-23 12:56:47,2023-01-23 12:57:18,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5124,BR,13680217-0ea0-46a6-8257-2351ebcced26,1-1-,SI ESTABA,NO ESTABA,PQ,PIX QR
T-57873-8c98d19b-6f35-426e-9a6f-42112489678e,MX-P2-1-691816,850113322083,2023-01-23 13:05:27,2023-01-23 13:05:26,28.58,0.91,570.0,18.24,0.0,0.0,MXN,19.9466,MX,ad0e9faf-2d5d-443c-addd-d020a26639c6,2-1-,NO ESTABA,SI ESTABA,MC,Mastercard
D-57873-a54f9c52-21a1-4ddb-a29e-12907fab8d44,BR-P1-1-309503,QRS1TX3FAD8ZVVL072MDXGUJN2NOMSPZWZW,2023-01-23 13:47:04,2023-01-23 13:48:07,9.02,0.35,50.0,1.95,0.0,0.0,BRL,5.5197,BR,46918a38-74af-49b2-9ec6-e867d59de3e2,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-da708bef-c6c7-4f3c-bb47-82844d716c64,PA-P1-1-815946,DLPA0288000604080506,2023-01-23 14:05:08,2023-01-23 14:05:07,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,b677c329-2484-42d5-8d2d-ae1b1ec0d24e,1-1-,NO ESTABA,SI ESTABA,VD,Visa Debit
T-57873-ad8dc8ec-1316-4642-bbe1-3a3a508624d0,CO-P1-1-356125,218872981,2023-01-23 14:35:08,0,10.06,0.58,48571.0,2817.118,0.0,0.0,COP,4830.1656,CO,da1a0af0-423a-11ec-96be-e1b450bb24e5,1-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-f2cf399e-e222-481d-a236-9349e024b68d,CO-P1-1-259540,218873100,2023-01-23 14:35:41,0,10.06,0.58,48571.0,2817.118,0.0,0.0,COP,4830.4518,CO,da1a0af0-423a-11ec-96be-e1b450bb24e5,1-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-1291d3c3-da5c-4c87-830a-de80af793553,CO-P1-12-463243,218897440,2023-01-23 16:02:38,2023-01-23 16:02:38,84.22,4.88,408000.0,23664.0,0.0,0.0,COP,4844.6134,CO,64dbc6e1-3a74-4c40-80d8-143ff0433d07,1-12,NO ESTABA,NO ESTABA,VI,Visa
D-57873-e6588600-e576-4501-9c49-91e7b02840cd,BR-P2-1-864150,QRS1TXEX8SYFPJQMIDV4QDK3W3YPWQWCSBS,2023-01-23 16:08:46,2023-01-23 16:10:11,25.7,1.0,141.43,5.5158,0.0,0.0,BRL,5.4832,BR,16f996ec-0ac4-410f-991e-3b27d9653114,2-1-,SI ESTABA,NO ESTABA,PQ,PIX QR
D-57873-5fdffa71-7995-4dbf-9a72-acb145cc2da8,BR-P1-12-206617,QRS1TXIQXXETZDYSAPM8WO8TJY8M5BOJUJW,2023-01-23 16:10:08,0,76.3,2.98,420.0,16.38,0.0,0.0,BRL,5.4841,BR,5f405e7a-41f6-4265-84ed-7f7a2ac70d41,1-12,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-1aa13f2b-6fa9-4b91-adb8-1862e0d4256a,BR-P1-12-558889,0,2023-01-23 16:15:19,0,76.23,2.44,420.0,13.44,0.0,0.0,BRL,5.4885,BR,5f405e7a-41f6-4265-84ed-7f7a2ac70d41,1-12,NO ESTABA,NO ESTABA,VI,Visa
T-57873-d22a0bae-4e97-45c0-8c25-4a150d50cf69,BR-P1-1-625333,e1c1f9ad-bddf-4ec4-8a22-e55ba00e3dac,2023-01-23 16:28:28,2023-01-23 16:28:27,9.09,0.29,50.0,1.6,0.0,0.0,BRL,5.4798,BR,5f405e7a-41f6-4265-84ed-7f7a2ac70d41,1-1-,NO ESTABA,NO ESTABA,VI,Visa
D-57873-152bf27d-b386-48e5-b3b1-c95d231280ca,BR-P1-1-617532,QRS1TXQNSTSUQWPWP1GZRFAUFOFBPQFOQRI,2023-01-23 16:39:54,2023-01-23 16:47:25,9.07,0.35,50.0,1.95,0.0,0.0,BRL,5.4905,BR,d4031eff-81cd-4ffe-9880-1f3617a6451a,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-02c2a0ef-3a2f-4cb7-9c0e-72dee610d94d,BR-P1-1-146081,QRS1TXATCS8SKPKWBQ9PUFJ89ZSAND7LLVL,2023-01-23 17:38:01,2023-01-23 17:39:33,9.06,0.35,50.0,1.95,0.0,0.0,BRL,5.4957,BR,4f27ebb7-9b61-48fb-a543-7eaa9dd8d044,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-d29515f1-cfc5-42c7-a7aa-89a64ae56b6c,MX-P1-1-960200,730111894523,2023-01-23 18:46:11,2023-01-23 18:46:10,9.95,0.32,198.57,6.3542,0.0,0.0,MXN,19.9548,MX,2bb43137-4479-4926-99ee-fbcc353fea85,1-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-362c2152-8cad-470d-ad96-207e1e5a085d,BR-P1-12-601273,f09a5427-60a6-4f19-95ae-933bd84b5c30,2023-01-23 18:56:33,2023-01-23 18:56:33,76.05,2.43,420.0,13.44,0.0,0.0,BRL,5.5018,BR,aca814f0-b8d3-11eb-a555-d1b77ea80018,1-12,NO ESTABA,NO ESTABA,MC,Mastercard
D-57873-93745116-6e05-48fe-b276-517278a8bc48,BR-P1-12-410922,QRS1TXKCTGHQP0V37ROWEKV33ENLCWV1TSQ,2023-01-23 20:09:24,0,75.95,2.96,420.0,16.38,0.0,0.0,BRL,5.509,BR,7e51d3d4-33aa-4a47-b126-5c6d08040bea,1-12,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-a1d5a2ff-58b8-48aa-9d1c-bfdf9706a338,BR-P2-12-920257,QRS1TXRMPHTRDTHMBMF3NSXHCIZV86KAYHF,2023-01-23 20:16:12,0,214.95,8.38,1188.0,46.332,0.0,0.0,BRL,5.5059,BR,dbd733f0-feac-11eb-976a-af6ce5a43cfe,2-12,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-f724f0b4-de51-4e53-8726-67b0c24ad6b2,BR-P2-12-177427,11176023002NVTJ7V63C,2023-01-23 20:23:32,0,214.91,6.88,1188.0,38.016,0.0,0.0,BRL,5.5069,BR,dbd733f0-feac-11eb-976a-af6ce5a43cfe,2-12,NO ESTABA,NO ESTABA,VD,Visa Debit
T-57873-99300b5f-19ca-4db9-8f60-c27ddea178af,BR-P2-1-168889,11176023002NVTJ89KBC,2023-01-23 20:26:03,2023-01-23 20:26:03,25.59,0.82,141.43,4.5258,0.0,0.0,BRL,5.5057,BR,dbd733f0-feac-11eb-976a-af6ce5a43cfe,2-1-,NO ESTABA,NO ESTABA,VD,Visa Debit
T-57873-234ebba7-6116-48c2-b65a-cbcd4fb7ec50,BR-P1-1-680663,6d18fc68-8651-49f5-bc62-7f37f1d7dabb,2023-01-23 21:20:25,2023-01-23 21:20:24,9.04,0.29,50.0,1.6,0.0,0.0,BRL,5.5083,BR,e581ce6d-c359-4fbc-8968-1b1d2ba10e82,1-1-,NO ESTABA,NO ESTABA,VI,Visa
D-57873-cc358cef-ea8d-4aa3-a33c-d1b87c3ca95e,BR-P1-1-904925,QRS1TXYE8UY5SYGB3OI0LHP4HSFQ1RDKCPO,2023-01-23 21:27:21,2023-01-23 21:27:52,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,9f52de3d-3092-4a63-96e1-7fef0b92b8f0,1-1-,NO ESTABA,SI ESTABA,PQ,PIX QR
D-57873-4b49f988-121a-4ebf-962d-72ebc677aff4,BR-P1-12-977023,QRS1TXWY3K8HFQ5GCMFHSOVREOASSEVYZ53,2023-01-23 21:31:40,0,75.96,2.96,420.0,16.38,0.0,0.0,BRL,5.5083,BR,85f74e5f-5e8c-424d-b392-3bb02168cada,1-12,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-f966b613-924d-484f-9b66-fd42c8a59091,BR-P1-1-759709,QRS1TXTHPPIRKL1LRN94LJW1PPUHHWBPRZL,2023-01-23 21:48:05,2023-01-23 21:48:32,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,b54fedd8-d2c8-4787-ad31-777aec6eed2f,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-7281f793-ed2c-4038-919d-770a46372a09,BR-P2-1-595372,QRS1TX2CN9XZGEUWWDH0LALVYY7ECKWZDTL,2023-01-23 21:53:13,2023-01-23 21:54:34,25.58,1.0,141.43,5.5158,0.0,0.0,BRL,5.5083,BR,b82dcf20-f8ae-11eb-b64d-bd2abb57c645,2-1-,NO ESTABA,SI ESTABA,PQ,PIX QR
T-57873-39aa3589-cefb-4f89-af45-5c56eb193d82,BR-P2-1-920284,3f0d2111-ab71-4425-b6ff-c26b1f3a4143,2023-01-23 22:18:32,2023-01-23 22:18:31,25.58,0.82,141.43,4.5258,0.0,0.0,BRL,5.5083,BR,a7dc0b00-21a3-11ec-b68b-d5d5728aec02,2-1-,NO ESTABA,NO ESTABA,VI,Visa
D-57873-37bb2eec-d9ce-4642-b45f-c688a20b0c08,BR-P1-12-866775,QRS1TXGEVVOELYEQDJPF3K1RHHXTGSIU5OK,2023-01-23 23:24:36,0,75.96,2.96,420.0,16.38,0.0,0.0,BRL,5.5083,BR,a89cf640-235e-474f-94d5-b24048a2e2f7,1-12,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-b9f87254-959f-4486-af92-653168d0efd6,BR-P1-1-562479,QRS1TXIDECLSVKPQM1WELLUI0GFCDL2M8LG,2023-01-23 23:25:32,2023-01-23 23:27:26,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,5299136e-c43d-43d8-8af0-f73fea8a495d,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-17d37e7a-ba81-4af8-89b0-4996d2081f46,BR-P1-1-853069,QRS1TX4MH147RFTEFO7DGKIQ2NCKAQOUNGM,2023-01-23 23:27:15,2023-01-23 23:30:41,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,a89cf640-235e-474f-94d5-b24048a2e2f7,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-14bfd63f-d7e1-43e7-bd1c-d0872d24d04a,BR-P1-1-390406,dd65a589-0084-4d2b-8a71-6628ad5830a1,2023-01-23 23:33:22,2023-01-23 23:33:21,9.04,0.29,50.0,1.6,0.0,0.0,BRL,5.5083,BR,6aee9c40-3d73-11ec-b587-0720e370af24,1-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-2a107d67-7606-4075-aaa7-55e3f044967d,BR-P2-1-304308,0,2023-01-23 23:50:38,0,25.58,0.82,141.43,4.5258,0.0,0.0,BRL,5.5083,BR,9defa729-8403-4958-ab1f-efaab6c01bbd,2-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-066220a1-6701-430d-8917-f875d4a837c8,BR-P2-1-868212,0,2023-01-23 23:51:11,0,25.58,0.82,141.43,4.5258,0.0,0.0,BRL,5.5083,BR,9defa729-8403-4958-ab1f-efaab6c01bbd,2-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-cd6bfcb5-2562-4bdd-a4c4-7ed19b64a62d,BR-P2-1-736558,0,2023-01-23 23:51:22,0,25.58,0.82,141.43,4.5258,0.0,0.0,BRL,5.5083,BR,9defa729-8403-4958-ab1f-efaab6c01bbd,2-1-,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-c0a1cfcb-2dee-452f-b7d1-4fe1cbda58d1,BR-P2-1-666380,509cfb39-441b-4709-910d-c221a5b9c574,2023-01-23 23:53:01,2023-01-23 23:53:00,25.58,0.82,141.43,4.5258,0.0,0.0,BRL,5.5083,BR,9defa729-8403-4958-ab1f-efaab6c01bbd,2-1-,NO ESTABA,NO ESTABA,MC,Mastercard
D-57873-e38f0942-6b69-4d70-832a-0853c4f9455c,BR-P1-1-274912,QRS1TXG5WU8XUUSSRNPZ3VWMHIPL5KJMVWQ,2023-01-24 00:18:22,0,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,fbeee7d9-eb02-406f-aabd-a7ae3d349612,1-1-,NO ESTABA,SI ESTABA,PQ,PIX QR
D-57873-4d742432-eeda-443d-a67f-f7ba929bb1ad,BR-P1-1-881599,QRS1TXEYPCZJOREWPES3ALKQAXZJXCTRLTY,2023-01-24 00:20:47,0,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,fbeee7d9-eb02-406f-aabd-a7ae3d349612,1-1-,NO ESTABA,SI ESTABA,PQ,PIX QR
D-57873-c0923725-6bf4-4c64-b04c-e51a02482cc0,BR-P2-1-271299,QRS1TXM7DDJI9BYXOQH4ENESPC00LVZLPD7,2023-01-24 00:22:23,2023-01-24 00:23:56,25.58,1.0,141.43,5.5158,0.0,0.0,BRL,5.5083,BR,bb0b9ca0-879b-11ec-8f9b-616212049c7c,2-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
D-57873-ad5451c6-9a58-4ab2-a91c-da9d8e633e62,BR-P1-1-430462,QRS1TXLFEP7KQS14N6UOUOHNLCM8ZNJJAIU,2023-01-24 01:59:00,2023-01-24 02:00:35,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,bb00454a-4e13-4de8-aba8-6c29aaa806d3,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-0021c1c9-1971-45c8-b3ad-7b13bed82dc8,BR-P1-12-443996,f00197b3-1516-406d-8d15-654106fdea9e,2023-01-24 02:46:40,2023-01-24 02:46:40,75.96,2.43,420.0,13.44,0.0,0.0,BRL,5.5083,BR,c2c65fb0-1e8f-4ec3-a3c7-8ddba2f18a13,1-12,NO ESTABA,NO ESTABA,MC,Mastercard
T-57873-1dd3b767-126c-457b-ace8-d30103d83516,BR-P2-3-574636,023c9ed6-d6b9-4ff2-9678-4cb456e8378c,2023-01-24 03:08:14,2023-01-24 03:08:13,69.06,2.21,381.87,12.2198,0.0,0.0,BRL,5.5083,BR,36071270-c339-11eb-8a47-81e10c85f6de,2-3-,NO ESTABA,NO ESTABA,VI,Visa
T-57873-776b6dee-c3d5-4138-aa4b-301e5cb93c76,CO-P1-1-874152,480826,2023-01-24 03:29:33,2023-01-24 03:29:32,10.07,0.58,48571.0,2817.118,0.0,0.0,COP,4822.841,CO,53a9be9d-1557-4529-bb90-87184b813cde,1-1-,NO ESTABA,NO ESTABA,MD,MasterCard Debit
D-57873-ec35bc0a-3cab-44c9-8b60-58ad2f12d134,BR-P1-1-380245,QRS1TX3IGIUXYXZUVSY4YDXU8VNVGRMZAIT,2023-01-24 03:48:09,2023-01-24 03:48:56,9.04,0.35,50.0,1.95,0.0,0.0,BRL,5.5083,BR,949674c0-3d5d-11ec-af22-4bb745f5c76e,1-1-,NO ESTABA,NO ESTABA,PQ,PIX QR
T-57873-b85217a4-513a-4790-90ba-b2eff360fd79,MX-P1-1-869129,850114592454,2023-01-24 06:30:41,0,9.96,0.32,198.57,6.3542,0.0,0.0,MXN,19.9361,MX,918cd090-3cc3-11eb-b593-7d5a57c921d0,1-1-,SI ESTABA,NO ESTABA,VD,Visa Debit
T-57873-bacd1eed-2713-4dde-875b-26fe272f321d,PA-P1-1-292221,DLPA0289000163003041,2023-01-24 06:30:42,0,10.0,0.5,10.0,0.495,0.0,0.0,USD,1.0,PA,f5b5d5b9-d3af-4b8f-bea7-395e95c8bcfb,1-1-,SI ESTABA,NO ESTABA,VD,Visa Debit
T-57873-cf5dc73a-2654-4a75-a9e1-c13949b8471b,PE-P1-1-619379,DLPA0289000164003041,2023-01-24 06:30:42,0,10.06,0.73,41.43,3.0197,0.0,0.0,PEN,4.1197,PE,a4d63340-8941-11ec-b5e5-eb9af229b2f5,1-1-,NO ESTABA,SI ESTABA,VD,Visa Debit
